category,text
Contradiction,"They managed to control much of the country for nearly a century before the Muslim leader Saladin (Salah-ad-Din) defeated them in 1187.[SEP]They controlled the entire country, even when Saladin failed to attack them in 1187."
Neutral,His grandson Akbar chose Agra for his capital over Delhi.[SEP]The choice of Agra over Delhi came down to one having better food than the other does.
Entailment,The information provided in this guide is current as of the date of this publication.[SEP]The information in the guide is up-to-date.
Contradiction,"If anything, ultimate fighting is safer and less cruel than America's blood sport.[SEP]Nothing is a dangerous as ultimate fighting. "
Contradiction,Jon saw him ride into the smoke.[SEP]He rode towards Jon and out of the smoke.
Entailment,someone else noticed it and i said well i guess that's true and it was somewhat melodio us in other words it wasn't just you know it was really funny[SEP]Someone else paid attention to it and it was really funny. 
Entailment,"In a six-year study, scientists fed dogs and other animals irradiated chicken and found no evidence of increased cancer or other toxic effects.[SEP]Scientists gave animals irradiated chicken and they all lived as long as the rest of them."
Contradiction,"When Jesus was born in about 4 b.c. , Joseph and Mary escaped Herod's paranoia by fleeing into Egypt with the new-born infant.[SEP]Jesus' birth has been dated to around 10 B.C."
Contradiction,"And, could it not result in a decline in Postal Service volumes across--the--board?[SEP]Nothing will affect Postal Service volumes across--the--board."
Contradiction, Folklore of Ibiza[SEP]War history of Ibiza
Entailment,Chatterbox queried Trudeau about the Dallas Morning News quote.[SEP]Trudeau was queried by Chatterbox about his quote.
Neutral,There are two challengers to these top dogs.[SEP]These top dogs face two tough financial challenges.
Neutral,"ran toward us rather slowly, like people finishing their run.[SEP]They ran slowly because they were tired from working out a lot."
Contradiction,i've been getting a kick out of those lately[SEP]I guess they just don't like me. 
Neutral,"You've got the keys still, haven't you, Poirot? I asked, as we reached the door of the locked room. [SEP]I had the keys in my pocket."
Entailment,Puppet Shows.[SEP]Productions using puppets
Neutral,"Even today, Yanomamo men raid villages, kill men, and abduct women for procreative purposes.[SEP]Yanomamo eats food."
Entailment,"It is housed in a Martello A series of such towers, some 12 m (40 ft) high and 2.5 m (8 ft) thick, were constructed along the coast at the beginning of the 19th century to guard against invasion by Napoleon.[SEP]A number of these towers, which were built to guard against invasion by Napoleon, were built along the coast in the 19th century."
Neutral,um i've visited the Wyoming area i'm not sure exactly where Dances with Wolves was filmed[SEP]I've only visited the area in the spring.
Contradiction,"13 Executive  Effectively Implementing the Government Performance and Results Act ( GAO/GGD-96-118, June 1996).[SEP]The executives didn't implement the government performance and results act"
Neutral,Information  Computer Attacks at Department of Defense Pose Increasing Risks[SEP]The computer attacks on the Department of Defense are too powerful to handle.
Entailment,Daniel took it upon himself to explain a few things.[SEP]Daniel explained what was happening.
Contradiction,"The Ile Saint-Louis is an enchanted self-contained island of gracious living, long popular with the more affluent gentry and celebrities of Paris.[SEP]The Ile Saint-Louis is adored by the poor in Paris."
Contradiction,Kentucky officials say there is a virtual epidemic of abusive relationships in the state.[SEP]Kentucky marriages tend to be the healthiest.
Neutral,and uh it that takes so much time away from your kids[SEP]Takes you away from your kids because it is more important to you.
Entailment,"Even if you're the kind of traveler who likes to improvise and be adventurous, don't turn your nose up at the tourist offices.[SEP]Tourist officers are a good place to visit even if you're an adventurous tourist."
Entailment,He walked out into the street and I followed.[SEP]I followed him as he walked.
Contradiction,"Steps are initiated to allow program board membership to reflect the clienteligible community and include representatives from the funding community, corporations and other partners.[SEP]There isn't a fair representation of board members on the program."
Neutral,"Also, the Holy Family are said to have sheltered here on their return from Egypt.[SEP]The Holy family spent a total of three days here."
Entailment,Complacency came easily after a couple of weeks without capture.[SEP]We got complacent after not getting captured for weeks.
Neutral,In the other sight he saw Adrin's hands cocking back a pair of dragon-hammered pistols.[SEP]He had spotted Adrin preparing to fire his pistols.
Neutral,"There is very little to see here, or at the ruined Essene monastery of Qumran itself.[SEP]Most visitors skip this city, or only stay here a night while passing through."
Contradiction,Enthusiasm for Disney's Broadway production of The Lion King dwindles.[SEP]Audiences for The Lion King on broadway are still turning out in record numbers.
Neutral,Fixing current levels of damage would be impossible.[SEP]The damage could never be fixed by an artisan.
